"Target","Source"
"paulfmckay","viropractor"
"aetiology","wrexhamforeu"
"aetiology","cu1pepperth0mas"
"aoecoin","jenninemorgan"
"aetiology","midgecat"
"aetiology","watertankkitty"
"aoecoin","johnhannam69"
"lshtm","globalhealthnut"
"aetiology","susanj13"
"lotusoak2","evenduchess83"
"aetiology","kacidama"
"aetiology","greycurmudgeon"
"rstmh","ashtondrakehall"
"aetiology","alanrew"
"allyc375","tonybovaird"
"lotusoak2","jg_simpson"
"elysecane","esienne"
"aetiology","teaksawdust"
"bremaininspain","beamabeorg"
"bremaininspain","andreww66619812"
"aetiology","staffs4e"
"lotusoak2","royhull1"
"txlady7061","robertplamer"
"txlady7061","robertplamer"
"stillnessstorm","1978kerrylou"
"meddread","epi_twit"
"aetiology","barumdean"
"aetiology","terryenga"
"sanamloghavi","annettejones2"
"iscresearch","aimeeespinaimee"
"sanamloghavi","mspjmason"
"sheenaalexandra","kateleecomms"
"alexmunter","altavistababy"
"lotusoak2","maxmedieval"
"lotusoak2","lovecarssussex"
"sanamloghavi","dr__guess"
"sanamloghavi","afzalamintweets"
"lotusoak2","royhull1"
"lotusoak2","berylharris21"
"lotusoak2","tartanspartan01"
"soutikbbc","vjc17"
"lotusoak2","royhull1"
"aetiology","lollylulubes"
"lotusoak2","maxmedieval"
"newsmedical","cain_rob"
"lotusoak2","tinalstephenson"
"lotusoak2","up_the_empire"
"redkev66","edinburghwatch"
"lotusoak2","hillclime"
"lotusoak2","hillclime"
"bremaininspain","vivienneduggan1"
"lotusoak2","hillclime"
"staceyseektruth","mapad1888"
"lotusoak2","maxmedieval"
"lotusoak2","maxmedieval"
"lotusoak2","hillclime"
"lotusoak2","limechillo"
"lotusoak2","limechillo"
"sanamloghavi","thomsondavidj"
"bbcindia","bbcbusiness"
"bbcindia","bbcworld"
"@bbcbusiness","emmbrookbuseco"
"sheenaalexandra","strictteacher99"
"infotagion","rabbizvi"
"infotagion","chaser521"
"andybiotech","rolandmcs"
"lshtm","sallyfereday"
"beachmilk","wiganwoody"
"aetiology","adultleprechaun"
"agvbruceadams","mudbirdy"
"va_shiva","jenninemorgan"
"drmarkporter","anilmadhavan"
"sociabubble","mapperz75"
"sanamloghavi","dopeinkinvest"
"aetiology","anilmadhavan"
"sanamloghavi","frauhaus"
"aetiology","loubec6"
"sheenaalexandra","pottsmalc"
"stephane_ulrich","pollsstar"
"the_eara","eara_fr"
"pharaoh_aten_","warren_d_g"
"epochchanger","wetwinter1"
"infotagion","pollsstar"
"aetiology","borsuk_p"
"lotusoak2","hillclime"
"lotusoak2","plane2thet"
"lotusoak2","hillclime"
"lotusoak2","plane2thet"
"lotusoak2","plane2thet"
"lotusoak2","plane2thet"
"risetoflyy","hillclime"
"lotusoak2","plane2thet"
"uninindia","godfreyoswald"
"lotusoak2","hillclime"
"lotusoak2","hillclime"
"lotusoak2","airdriedsausage"
"lotusoak2","airdriedsausage"
"lotusoak2","hillclime"
"lshtm","intchildhealth"
"lotusoak2","airdriedsausage"
"lotusoak2","airdriedsausage"
"lotusoak2","airdriedsausage"
"lotusoak2","airdriedsausage"
"lotusoak2","hillclime"
"smombiegate","smombiegate"
"z_007_z","jjsmeiman"
"globaltimesnews","diamondsforex"
"aetiology","dolphinmaria"
"pltc_pastlives","bluebelluk"
"globaltimesnews","macjuanma"
"tj49293165","iaincampbell008"
"sanamloghavi","davrmoi"
"globaltimesnews","partisan_161"
"lotusoak2","agobsmack"
"lotusoak2","agobsmack"
"paulfmckay","martinr2015"
"sheenaalexandra","jamescharlescon"
"sanamloghavi","teresamac1212"
"msf_eastafrica","steph80335"
"lotusoak2","ashmanno83"
"jaimierivers1","jaimierivers1"
"pixlfan","marvalus4"
"gaviseth","claudiartcraig"
"smombiegate","not19freva"
"rdsouthampton","claireballinge1"
"rdsouthampton","uos_medicine"
"aoecoin","jenninemorgan"
"aoecoin","jenninemorgan"
"paulfmckay","kevinwng"
"skepticalraptor","vaccineuk"
"rdsouthampton","vdweller"
"sheenaalexandra","paolimichele"
"sanamloghavi","stravis2019"
"bbcindia","globesynergies"
"infotagion","infotagion"
"lotusoak2","plane2thet"
"bremaininspain","newellfisher"
"pirbright_inst","picornavirusb"
"lotusoak2","plane2thet"
"andybiotech","kentindell"
"risetoflyy","hillclime"
"aetiology","dogbiscuituk"
"arixbioscience","lewismaleh"
"paulfmckay","richinresearch"
"whosearo","nathnac"
"lotusoak2","agobsmack"
"soutikbbc","thikalbrad"
"ancora_ai","dgreenhouse1"
"bioinfotools","blessing1973"
"vaccinologist","armenyuri"
"vaccinologist","armenyuri"
"paulfmckay","imperialinfect"
"march_lshtm","lucy_a_singh"
"pixlfan","jinxkies"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"aoecoin","jan85429176"
"lotusoak2","royhull1"
"aoecoin","jan85429176"
"pixlfan","nononoeu"
"march_lshtm","1verofilippi"
"lotusoak2","prancinghound"
"lotusoak2","royhull1"
"march_lshtm","rbcca_blaylock"
"sheenaalexandra","bloggydoc"
"aoecoin","griffin24712"
"aoecoin","griffin24712"
"lotusoak2","indy4scot"
"agvbruceadams","albion_rover"
"pharaoh_aten_","shaynebrownuk"
"wrisk_project","rbcca_blaylock"
"wrisk_project","heathertrickey"
"lotusoak2","bestiariumneo"
"ceijournal","robsomtaylor"
" and fauci ties to gates? gates tax returns exposed! https","jaimierivers1"
"aetiology","wible1"
"alexmunter","laconic_doc"
"lotusoak2","royhull1"
"agvbruceadams","wetwinter1"
"lotusoak2","kdemaster89"
"sheenaalexandra","rbmcd56"
"peterdrobac","jilladelus1"
"novuscomms","brand_uk"
"novuscomms","alan__green"
"novuscomms","brandmulticomms"
"agvbruceadams","sacredbeatz"
"novuscomms","noons88"
"whonigeria","nathnac"
"mrigankshail","humanrightslaw"
"mrigankshail","institutehpe"
"stebiocat","barryjohnreid21"
"mrigankshail","ingridstevens20"
"mrigankshail","toruokada69"
"lotusoak2","kheatherbrown"
"prvengineering","kendmacgregor"
"chathamhouse","andreww66619812"
"chathamhouse","chasiapacific"
"razkles","hillclime"
"razkles","hillclime"
"razkles","hillclime"
"chathamhouse","bionicbirdanna"
"lotusoak2","andrewmorrisuk"
"mrigankshail","tayo87550976"
"lotusoak2","hillclime"
"dolphin_angels","marymuscat5"
"dolphin_angels","marymuscat5"
"constancefilzen","southsideofmcr"
"epochchanger","poetblue"
"beachmilk","lozo2469"
"beachmilk","truck0506"
"pharaoh_aten_","laferrieretrina"
"beachmilk","mg3438"
"pharaoh_aten_","adkinskirsty"
"lotusoak2","amax1192"
"rdsouthampton","cirusoton"
"lotusoak2","royhull1"
"mrigankshail","lailahu54277161"
"britsocimm","rebeccahhorton"
"agilityht","claire6thompson"
"pick291","pick291"
"soutikbbc","rory_horner"
"save_anton","lesleyann2222"
"pirbright_inst","laxmiparida"
"theclasslessco","paulscotland5"
"lotusoak2","agency4africa"
"ebug_uk","phe_eastmids"
"agvbruceadams","alexand43927032"
"upskillc","cryanpatsy"
"pediatinfectdis","pediatinfectdis"
"davidihodgson","justbementalist"
"bbcindia","bhagirathyogi"
"chathamhouse","paul_dillane"
"jj__loves__jj","engagegloscath"
"oyeglobal","fortuisis"
"worldwidecancer","curlysportsfan"
"beachmilk","lc5190"
"lotusoak2","royhull1"
"sanamloghavi","fiwal_women"
"smombiegate","lc5190"
"lotusoak2","royhull1"
"africarepublic","13lxx"
"mimiselmi","13lxx"
"ebug_uk","phe_southeast"
"iscresearch","writerbob5"
"agvbruceadams","jan85429176"
"sartoriusglobal","isciencewriter"
"sartoriusglobal","isciencewriter"
"beachmilk","wwg1wga_17_45"
"simmonsbart","onlyexonly"
"hnohynek","isenseirc"
"resist2exist313","janet_cutts"
"intvetvaccnet","annesyrett"
"lotusoak2","r13815l"
"cathgroyper","justweemary"
"17emeraldroses","13lxx"
"17emeraldroses","13lxx"
"march_lshtm","joylawn"
"lotusoak2","maxmedieval"
"lshtm","bloomsburyset1"
"donortracker","flamingoforngos"
"aoecoin","dazharmer"
"who","arctec_lshtm"
"agvbruceadams","drbrucescott"
"beachmilk","pmevans5"
"ebug_uk","schoolnursecr0"
"sanamloghavi","tomtheproducer1"
"stebiocat","ruthmckernan"
"lotusoak2","kheatherbrown"
"aoecoin","imchaffie"
"agvbruceadams","dawngo18"
"flautismmom","robinmuirhead"
"sanamloghavi","roly_crockett"
"beachmilk","justweemary"
"va_shiva","hypocricyrules"
"katafarkas211","jones1981jl"
"iqvia_uk","policy_projects"
"nilosarraf","torqueaboutit"
"benhouchen","maxelltrotter"
"lotusoak2","msanncooper"
"expres2ionb","biotechanalystg"
"mrigankshail","robertsondawn3"
"lotusoak2","nobaconegbert"
"lotusoak2","kingzofoblivion"
"lotusoak2","jamesmorris1985"
"sanamloghavi","sukythornback"
"simmonsbart","draseemmalhotra"
"lotusoak2","andrewmorrisuk"
"lotusoak2","plane2thet"
"lotusoak2","plane2thet"
"justhavetothink","ashnazir"
"lotusoak2","maxmedieval"
"lotusoak2","missc247"
"lotusoak2","missc247"
"stgeorgestrust","bbcvishalasp"
"aetiology","johndoran1"
"gsk","bia_uk"
"anitaop","jm_jimenezz"
"va_shiva","vinnydemiceli"
"gsk","sip_members"
"simmonsbart","andrewjbrooks1"
"gavi","stuart_c_page"
"simmonsbart","paultraining"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"alexmunter","natalya_odoardi"
"lotusoak2","mustafacayir1"
"lotusoak2","airdriedsausage"
"lotusoak2","plane2thet"
"ukcpi","rossharrison61"
"pharaoh_aten_","riceydonv1"
"nickmyer","mikevarney11"
"lotusoak2","grainofall"
"lotusoak2","andrewmorrisuk"
"westernuscience","gurjitsrandhawa"
"lotusoak2","decent_doge"
"sufirushk","prasadprasadpp"
"catapult_uk","hvm_catapult"
"tbart - #coronavirus #vaccine unlikely to be ready until next year, says former medical adviser https","my_amigouk"
"charlotte3003g","redpillgin"
"westernuscience","westernubio"
"britainleads","sdstephdraper"
"stgeorgestrust","bernadettekenn0"
"lotusoak2","musicinsideher"
"hnohynek","stephen_caddick"
"charlotte3003g","richoneill282"
"suriusvsvodka","la4x51"
"covidplants","iicoxford"
"ukcpi","david3012"
"covidplants","iicoxford"
"covidplants","iicoxford"
"covidplants","profdanhicks"
"dhscgovuk","aeghan"
"charlotte3003g","knnon_a"
"mrigankshail","catherinegael"
"iscresearch","paulo_pscott"
"tendosystems","pharmacyhour"
"lotusoak2","evenduchess83"
"cpho_canada","moyajohnsonhh"
"libbysmith17","drayjames"
"successfuel3","kheatherbrown"
"lotusoak2","kheatherbrown"
"busydrt","corruptplanet"
"busydrt","bristolbeing"
"gracia_lam","eleanorhardiman"
"lotusoak2","carolinecreator"
"successfuel3","yourinformer156"
"17emeraldroses","sailinangel"
"charlotte3003g","harrow1984"
"tatendam82","lynnmark6"
"sanamloghavi","juerobertss"
"magnumcaseum","stuartbirnie"
"thatslifebutno2","thatslifebutno2"
"thatslifebutno2","thatslifebutno2"
"lotusoak2","sailinangel"
"benhouchen","chriswrowell"
"lotusoak2","amax1192"
"lotusoak2","andyjamuk2003"
"lotusoak2","jenninemorgan"
"successfuel3","dawngo18"
"charlotte3003g","plane2thet"
"beachmilk","jamessang88"
"successfuel3","daisy_ljmartin4"
"eliasamare","philgreaves01"
"lotusoak2","kheatherbrown"
"and_kell","andrewmorrisuk"
"covidplants","aayush0315"
"sugar51976529","michellefieldin"
"chan_meditation","chan_meditation"
"mrigankshail","mattkenn195767"
"lotusoak2","nononoeu"
"lotusoak2","nononoeu"
"covidplants","parv_aley"
"edrormba","pollsstar"
"eliasamare","glutenfreescone"
"stemfatalepod","madebymodren"
"lotusoak2","kheatherbrown"
"lotusoak2","kheatherbrown"
"worldbankafrica","itskiplangat1"
"lotusoak2","kheatherbrown"
"lotusoak2","bee42681881"
"benhouchen","vikkirand"
"lotusoak2","kheatherbrown"
"gsk","maxdd11"
"eliasamare","atamerarzu"
"wrisk_project","maureen_busby"
"lotusoak2","royhull1"
"simmonsbart","kayehorsfield"
"lotusoak2","johnburdett20"
"idexhands","ianperryemerge"
"westall_sarahw","bloody_scandal"
"smombiegate","smombiegate"
"charlotte3003g","mosslorraine"
"lotusoak2","andrewmorrisuk"
"lotusoak2","andrewmorrisuk"
"lotusoak2","cathycathyfox"
"lotusoak2","cathycathyfox"
"lotusoak2","imchaffie"
"lotusoak2","imchaffie"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"lotusoak2","hillclime"
"iscresearch","hillclime"
"lotusoak2","royhull1"
"and_kell","bloody_scandal"
"lotusoak2","kheatherbrown"
"lotusoak2","kheatherbrown"
"lotusoak2","maxmedieval"
"lotusoak2","cathycathyfox"
"prosyn","krionarheim"
"lotusoak2","agency4africa"
"lotusoak2","agency4africa"
"thebernician","trudyasher"
"lotusoak2","bestiariumneo"
"michaellevy","aero12345"
"successfuel3","johnhyl10028437"
"lotusoak2","paulscotland5"
"charlotte3003g","wlswampcleaner"
"ratioscientiae","e2020mc"
"lotusoak2","agency4africa"
"lotusoak2","prophetscotland"
"lotusoak2","kathy40036059"
"lotusoak2","prophetscotland"
"lotusoak2","agency4africa"
"westall_sarahw","berniclrk"
"march_lshtm","safesurfacesci"
"lotusoak2","meganne121"
"lotusoak2","tinalstephenson"
"lotusoak2","hayley45688813"
"peterdrobac","bbcchrismorris"
"peterdrobac","_gibboo"
"lotusoak2","indy4scot"
"lotusoak2","johnburdett20"
"majorcbs","reeceemmitt"
"lotusoak2","johnburdett20"
"stgeorgestrust","asangafern"
"lotusoak2","johnburdett20"
"laurie_garrett","ancientfactotum"
"2013boodicca","carldevitt"
"potkazar","potkazar"
"rita_banerji","kul7"
"lotusoak2","royhull1"
"margaretdewys","rickybaby321"
"robinmonotti","mrhudsonisace"
"lotusoak2","carldevitt"
"lotusoak2","johnburdett20"
"covidplants","actup_ldn"
"lotusoak2","hillclime"
"lizzylovesart","jdm_progressive"
"rych_c","neil78218433"
"deanchatt","smythjimmy"
"lotusoak2","johnburdett20"
"lotusoak2","hillclime"
"lotusoak2","johnburdett20"
"dotjenna","fredfromflorida"
"lotusoak2","ashmanno83"
"lotusoak2","ashmanno83"
"lotusoak2","bellhappe"
"lotusoak2","amandaj56140305"
"busydrt","fahadaz63501106"
"anerandazzo1","epaul66"
"maryamhenein","honeycolony"
"simmonsbart","ycch"
"successfuel3","soulutionaries"
"lotusoak2","hillclime"
"aoecoin","soulutionaries"
"lotusoak2","prancinghound"
"alberttrigg","dayth869"
"aoecoin","msrightmsright"
"lotusoak2","hughbie"
"lotusoak2","carldevitt"
"noiweala","papamelchi"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"daniel_kraft","prashantcss"
"lotusoak2","plane2thet"
"lotusoak2","carldevitt"
"simmonsbart","livevitaeuk"
"seunradiant","bazon___"
"lotusoak2","markvaccines"
"simmonsbart","furniss_jon"
"libbysmith17","rdarlo"
"aoecoin","jenninemorgan"
"prosyn","mazzucatom"
"aoecoin","dianewashr"
"aoecoin","iaincampbell008"
"neilmaiden","sjroyce"
"lotusoak2","covid_19_uk"
"sallykp","kebede_zayda"
"lotusoak2","amax1192"
"lotusoak2","kebede_zayda"
"staceyseektruth","michaelfuerst8"
"kidkool4u","christi75367510"
"sartoriusglobal","isciencewriter"
"tweet_actasia","fivelittlefish"
"prosyn","megabeta4"
"lotusoak2","indy4scot"
"babrahamuk","cambolc"
"kurteichenwald","evelyneherbin"
"peterdrobac","keitoxford"
"lotusoak2","r13815l"
"foolsmultiply","iaincampbell008"
"babrahamuk","lord_lt_cambs"
"foolsmultiply","iaincampbell008"
"lotusoak2","hillclime"
"foolsmultiply","iaincampbell008"
"beachmilk","will84988733"
"skynewsthomas","mildthing99"
"jo_frost","rlw_19"
"smombiegate","smombiegate"
"jesslsking","mailplus"
"tgbms","imchaffie"
"lotusoak2","plane2thet"
"owenmumford","williamshorter1"
"lotusoak2","imchaffie"
"lotusoak2","hillclime"
"lotusoak2","hillclime"
"tatendam82","billrob22261292"
"jesslsking","dr_ellie"
"peterdrobac","mari_lenna91"
"lotusoak2","biker_freedom"
"oieanimalhealth","cbambara1"
"aoecoin","jenninemorgan"
"lotusoak2","plane2thet"
"pathwayhealthc1","mangococonet"
"aoecoin","markc48322041"
"lotusoak2","hillclime"
"hd2onpbdotcom","tony94927755"
"hd2onpbdotcom","cliggett11"
"intvetvaccnet","hic_vac"
"aoecoin","beddoeroger"
"spgmihealthcare","jamespharma"
"libbysmith17","harryrogers1993"
"busydrt","tartanspartan01"
"lotusoak2","amax1192"
"lotusoak2","tanya47927230"
"lotusoak2","tanya47927230"
"lotusoak2","tanya47927230"
"peterbonda007","ajbond007"
"peterbonda007","philsnr"
"lotusoak2","tartanspartan01"
"lotusoak2","tartanspartan01"
"successfuel3","angelah08745929"
"tweet_actasia","fivelittlefish"
"peterbonda007","nicky67748488"
"vaccinesafetyn","hic_vac"
"lotusoak2","hillclime"
"lotusoak2","plane2thet"
"mick12140","dafta_69"
"lotusoak2","plane2thet"
"ebug_uk","ryanpharmilton"
"ebug_uk","ryanpharmilton"
"oieanimalhealth","cbambara1"
"peterbonda007","nicky67748488"
"scibus","intacomm"
"scibus","intacomm"
"dr_rath_news","wlswampcleaner"
"jesslsking","hayleykenny"
"eavi2020","imperial_rpm"
"lotusoak2","britpat_wwg1wga"
"lotusoak2","britpat_wwg1wga"
"indiadst","userexperienceu"
"guyholloway_hch","hchschool"
"lotusoak2","agency4africa"
"telegramjf","mwengway72"
"telegramjf","jolenebuntinguk"
"lotusoak2","kheatherbrown"
"peterbonda007","nicky67748488"
"pharma_gd","pharmsource"
"soutikbbc","asifalimahar201"
"meandmecash","beatthesystem1"
"meandmecash","calie_i5"
"justinehodgkin","bigwhitewall1"
"subgap","ccmackenzie1"
"prosyn","rory_horner"
"telegramjf","peter_clark8"
"charlotte3003g","nickyc7475"
"telegramjf","bluebell2201"
"meandmecash","kenviatex"
"bbcindia","kiattgroup"
"telegramjf","davcol1"
"foolsmultiply","franzk41367609"
"telegramjf","dankssteve1"
"telegramjf","martinwardroper"
"oieanimalhealth","rifaa_h"
"lshtm","joburmester"
"frronconi","wrstirling"
"telegramjf","markweightman"
"meandmecash","ninnyd101"
"chathamhouse","lyndseyldn"
"jesslsking","dr_ellie"
"lotusoak2","maxmedieval"
"lotusoak2","maxmedieval"
"telegramjf","martincollyer"
"hvm_catapult","isciencewriter"
"catapult_uk","isciencewriter"
"tatendam82","kindamuslim"
"lotusoak2","eyeofprovenance"
"geraldorivera","jameswoodsfan1"
"geraldorivera","curious_chak"
"nadelparis","syednature"
"telegramjf","mikcat00"
"telegramjf","ixoye33ad"
"stopvaccinating","andrewmorrisuk"
"clincphamacy","clincphamacy"
"telegramjf","dianewashr"
"telegramjf","maturefinancier"
"hvm_catapult","wrstirling"
"telegramjf","minilizze"
"frronconi","nevillegaunt"
"foolsmultiply","iaincampbell008"
"foolsmultiply","iaincampbell008"
"foolsmultiply","iaincampbell008"
"foolsmultiply","iaincampbell008"
"chathamhouse","chasiapacific"
"chathamhouse","theworldtoday"
"britsocimm","nathnac"
"oxfordbrc","ouh_research"
"oxfordbrc","keitoxford"
"lotusoak2","royhull1"
"oxfordbrc","davidra17581122"
"telegramjf","audreybbonbon"
"lotusoak2","andrewmorrisuk"
"paulfmckay","vaxresearch"
"imperialcollege","vaxresearch"
"telegramjf","smythjimmy"
"networkvalidate","viropractor"
"wpleadersorg","adfiassociatio1"
"vubblepop","stem_ai"
"the_realtruth18","2112frankie"
"westall_sarahw","ayeshasyasin"
"oxfordbrc","rdmoxford"
"lbc","steve53606391"
"is #fakenewsmedia hiding this? surgeon general drops gates/cdc/who #coronavirus model and now using real data! just how evil is this #plandemic ? uk now threatening to ban anti #vaccine comments in social media. mustn't expose truth folks! https","peterbonda007"
"lotusoak2","plane2thet"
"lotusoak2","plane2thet"
"the_realtruth18","dawngo18"
"lotusoak2","royhull1"
"berger_labs","unit_dx"
"peterbonda007","nicky67748488"
"peterbonda007","rosscojack"
"lunarheritage","ericdemarylebon"
"telegramjf","brown24thomas"
"russplfc","suesusan706"
"russplfc","suesusan706"
"oxfordbrc","jennerinstitute"
"lotusoak2","royhull1"
"lotusoak2","imchaffie"
"lotusoak2","kheatherbrown"
"nigewillson","awakenai"
"asmicrobiology","dr_aust_phd"
"ecancer","ecancer_espanol"
"foolsmultiply","iaincampbell008"
"oxfordbrc","ellietzima"
"asmicrobiology","eslibrarian"
"msdintheuk","herbertbethan"
"msdintheuk","thegingerkenyan"
"claireward99","tarabracejohn"
"foolsmultiply","iaincampbell008"
"scented444","andrewmorrisuk"
"gaviseth","tarabracejohn"
"callsatantoday","markroba1"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"exforces1","redundantuk"
"gulf_news","afla_tooooon"
"pinkavis","pinkavis"
"whosrilanka","o_w_n"
"whosrilanka","wcrfint"
"4uwell","damo_mcgregor"
"covidplants","stcrosscollege"
"pinkavis","terrytmcgookin"
"pinkavis","ctw175"
"kittenmule888","ang__johnson"
"sheenaalexandra","tsunami65"
"jaycee1001","jaycee1001"
"jaycee1001","philsnr"
"gsk","apm_catrina"
"tbcllp","secretsauceconf"
"talius","david77692706"
"smombiegate","darren_coxon"
"whotimorleste","tiktok45914983"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"joecas71","bevanfoundation"
"talius","stephenthejp"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"peterbonda007","1012fairydust"
"lotusoak2","englandresists"
"lotusoak2","englandresists"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"telegramjf","bob156elliott"
"lotusoak2","indy4scot"
"lotusoak2","indy4scot"
"lotusoak2","indy4scot"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"lotusoak2","tomtomwhar"
"lotusoak2","tomtomwhar"
"oxfordbrc","lawrencecue1"
"tbcllp","evacaletkova"
